Temperature (K)	Bridge 1 Resistivity (Ohm)	Bridge 2 Resistivity (Ohm)
342.3910065	69.38582489	61.97177322
342.5551453	69.35695129	61.94747147
342.7339478	69.32578583	61.92135986
342.9141541	69.30535797	61.90153137
343.0907898	69.26157501	61.86726227
343.2776031	69.23406525	61.84476151
343.463501	69.19648621	61.81229538
343.6365356	69.16608826	61.78730103
343.8095551	69.13443604	61.76024551
343.9759369	69.13027466	61.75062714
344.1634979	69.0724234	61.7082254
344.3253479	69.06995422	61.70788345
344.4999542	69.01208893	61.65762085
344.6640472	68.98849701	61.63829239
344.8389893	68.95306274	61.60781525
345.020752	68.91552124	61.58267822
345.206543	68.88876984	61.55378555
345.3562927	68.86643921	61.53496964
345.535202	68.83064514	61.50502167
345.7034454	68.80770264	61.48520752
345.8834991	68.77039703	61.45441223
346.051239	68.74657013	61.43443253
346.2268524	68.710383	61.40391144
346.3950958	68.68093048	61.37872131
346.5682983	68.65279419	61.35554703
346.7315979	68.62241577	61.32942123
346.9061584	68.5946875	61.30669266
347.0744934	68.56646454	61.28304321
347.2583466	68.53440338	61.25579254
347.3963928	68.49127441	61.21865295
347.5953522	68.47638672	61.20742996
347.7731934	68.44680115	61.18134308
347.951889	68.41301666	61.15429001
348.1040039	68.39216431	61.13747574
348.2767944	68.35736206	61.1067778
348.4523468	68.33590698	61.08872696
348.6322021	68.29699921	61.05600906
348.8000946	68.27686676	61.03807907
348.9811401	68.23703186	61.00561188
349.1430511	68.21807648	60.98910187
349.3238068	68.17964752	60.95729858
349.4799042	68.15803314	60.93963501
349.6583405	68.12156891	60.90857559
349.817749	68.10054047	60.89048508
349.9844055	68.06545288	60.86090164
350.1504517	68.04651154	60.84492432
350.3298035	68.00765137	60.8120282
350.4972992	67.97841125	60.78276413
350.6792908	67.95111328	60.76454865
350.8388519	67.9169104	60.73465134
351.0081024	67.8944043	60.71727524
351.167099	67.87147125	60.69658249
351.3504639	67.83759155	60.66905655
351.5165558	67.82426178	60.65830887
351.6917419	67.77762024	60.61781693
351.8671875	67.74134583	60.58284927
352.0709534	67.71779419	60.56740387
352.2158051	67.68519714	60.54415665
352.3847961	67.66298584	60.52100647
352.5451965	67.63453552	60.49736053
352.728363	67.60577179	60.47288528
352.9170074	67.57935516	60.45182556
353.0919495	67.54369141	60.42042297
353.2649536	67.51562012	60.39586914
353.4307404	67.48710663	60.37236359
353.6054535	67.45903839	60.34706909
353.7630463	67.43452576	60.3280069
353.9279633	67.40851715	60.30701828
354.1028595	67.37807037	60.28003784
354.2870026	67.34729767	60.25652451
354.4750519	67.31733734	60.2287355
354.625946	67.29341461	60.20723587
354.8002014	67.26065247	60.18051346
354.9682007	67.23371857	60.15638306
355.1499023	67.20361389	60.13258789
355.316803	67.17416412	60.10692963
355.4933472	67.14686768	60.08445358
355.6739502	67.11249084	60.05648956
355.8518982	67.08906006	60.0355722
356.0112	67.05953491	60.01112701
356.1748962	67.03519592	59.99045334
356.3483429	67.01320068	59.97148621
356.5266113	66.97907257	59.94252594
356.697113	66.9522113	59.92117508
356.8756409	66.92247925	59.89457504
357.0130005	66.90007416	59.87494583
357.1893463	66.87046295	59.85028198
357.3756409	66.84119019	59.82466599
357.5623016	66.81026123	59.79910614
357.717804	66.77508606	59.76908493
357.9031525	66.75491943	59.75197342
358.0844574	66.72882355	59.73117737
358.2606506	66.69743622	59.70349075
358.4311981	66.66734253	59.67567581
358.6155396	66.64202728	59.65662201
358.7908936	66.62458557	59.64450653
358.9675903	66.58534851	59.60833099
359.1264038	66.56190613	59.5886821
359.2980499	66.53226715	59.56341187
359.4703064	66.50993378	59.54545593
359.6220551	66.48073639	59.51989166
359.7926483	66.45111328	59.49353424
359.9838867	66.42290222	59.47115356
360.1557007	66.39894257	59.45032303
360.3425446	66.36588409	59.42262741
360.5104523	66.3519458	59.41660767
360.6743011	66.3123938	59.37765549
360.8610992	66.28273315	59.35189423
361.0618439	66.24901337	59.32420364
361.2341461	66.22391998	59.30111389
361.4178009	66.19042572	59.27493469
361.5717468	66.16349091	59.2516124
361.7322388	66.1415451	59.233367
361.9104462	66.10999481	59.21079666
362.0893555	66.09104645	59.19063354
362.2389984	66.06023987	59.16301346
362.4147034	66.0405899	59.14797165
362.5934906	66.01133362	59.12355698
362.7875519	65.98433807	59.10040512
362.9237518	65.95638641	59.07271698
363.1322937	65.92768372	59.05209885
363.3125	65.90145386	59.02988159
363.4757996	65.87201294	59.00474411
363.6339569	65.84770996	58.98497299
363.8161011	65.81997131	58.96080765
364.002594	65.7925589	58.93608093
364.2030945	65.7599176	58.90979996
364.3673401	65.7312558	58.88570267
364.5398102	65.70582336	58.86453156
364.7264404	65.6735907	58.83946396
364.91185	65.64897644	58.81583267
365.0767365	65.6215918	58.79263077
365.2541962	65.59519531	58.77044968
365.4096985	65.58193848	58.75931595
365.5709991	65.54726746	58.72944168
365.7221069	65.53231445	58.71730026
365.8984985	65.49679077	58.68693756
366.0738525	65.46931488	58.66141113
366.2608948	65.44141998	58.64015121
366.4382019	65.41372833	58.61902496
366.6189575	65.38721588	58.59403717
366.765152	65.36394104	58.57466904
366.9637451	65.33630402	58.55078781
367.1273499	65.30421875	58.52246811
367.2866516	65.28666046	58.50924805
367.4367981	65.25586151	58.48190826
367.5947571	65.24130402	58.47047913
367.7544556	65.21962128	58.45223602
367.9075012	65.19315674	58.42989853
368.0658569	65.16731537	58.40729431
368.2616577	65.13993927	58.38441284
368.4387512	65.10894928	58.35836014
368.6118011	65.08430298	58.33771332
368.7570953	65.06457031	58.32081284
368.9295502	65.0356723	58.29659241
369.0977478	65.02385529	58.28693298
369.2850494	64.98417664	58.25329239
369.4573059	64.96077515	58.23465103
369.6361542	64.93065796	58.20787582
369.7896423	64.9085556	58.188479
369.9738617	64.88151093	58.16620529
370.1223907	64.86801605	58.15473312
370.3004608	64.83434235	58.12638
370.4610443	64.81667206	58.11241653
370.6282501	64.78553833	58.08481384
370.7823486	64.760513	58.06282608
370.9492493	64.73810791	58.04484818
371.1030579	64.71476013	58.02617249
371.2663574	64.6902652	58.00438751
371.426651	64.67231934	57.98904678
371.6056519	64.63942566	57.96056076
371.7727051	64.61301575	57.93519897
371.959198	64.58778442	57.91667053
372.1240082	64.56078674	57.8933107
372.3037567	64.53468658	57.87136841
372.4698029	64.52200073	57.86133743
372.6413422	64.48418427	57.82884918
372.8063049	64.46405579	57.81074478
372.9827423	64.43466248	57.78625076
373.1665497	64.41415161	57.76965881
373.3559418	64.38220276	57.74130051
373.5077972	64.36758148	57.72744003
373.6869965	64.33427734	57.70054474
373.859848	64.30746399	57.67796692
374.037796	64.28275665	57.6565332
374.220108	64.25044373	57.62499939
374.4013519	64.23212738	57.61329498
374.5652008	64.20391571	57.58936249
374.7384949	64.18214233	57.57136612
374.9083405	64.16754425	57.55881668
375.0860596	64.13186951	57.52786469
375.2602997	64.10436981	57.50317841
375.4320984	64.07948029	57.48270584
375.586853	64.05897278	57.46497192
375.7579498	64.03109558	57.4413736
375.9241028	64.01556061	57.4274649
376.1028442	63.98416733	57.4011705
376.2635956	63.94313858	57.36496277
376.4345398	63.93822815	57.36150101
376.6056366	63.91734482	57.34367859
376.7890472	63.88863678	57.31906311
376.9629059	63.86721008	57.30065613
377.1383057	63.83813995	57.27502502
377.30336	63.81703857	57.25705887
377.4754944	63.78859314	57.23163834
377.6499939	63.76817474	57.21414276
377.8213501	63.74079803	57.18992569
377.9793549	63.72109039	57.17345779
378.1475525	63.6942276	57.14885925
378.311554	63.67373199	57.13115891
378.4901581	63.64634995	57.10711685
378.652359	63.62866608	57.0920166
378.835144	63.59600815	57.06344055
379.0154877	63.58278076	57.0523204
379.194397	63.54593536	57.0212532
379.3379517	63.52872162	57.00617935
379.4978943	63.50156738	56.98315826
379.6530457	63.47040421	56.95718872
379.8330078	63.45618164	56.94494186
379.9910126	63.43806992	56.92918213
380.1725006	63.40805634	56.90279938
380.3344574	63.38924576	56.88724045
380.5106049	63.35943817	56.86067276
380.6908417	63.33491531	56.83868805
380.8716888	63.3083725	56.81491943
381.029007	63.30337402	56.81100479
381.1995544	63.26254166	56.77516632
381.3592072	63.24995621	56.76406036
381.5489502	63.21000458	56.73009964
381.7249603	63.18954773	56.71340744
381.918396	63.16045425	56.68730988
382.0841522	63.12874084	56.66167252
382.2553558	63.11083923	56.64506943
382.4194031	63.08817093	56.62661209
382.5975952	63.06402939	56.60465103
382.7589417	63.04188019	56.58657639
382.947998	63.01738205	56.56519699
383.1082001	62.99747818	56.55110138
383.274353	62.96949829	56.5245813
383.4337921	62.95393387	56.51235229
383.6286469	62.92162186	56.48445038
383.7993927	62.89421066	56.46125885
383.9600067	62.87510239	56.44484573
384.1205597	62.85025604	56.42484894
384.3073425	62.82627777	56.40412247
384.4579468	62.79096695	56.37370392
384.6256561	62.78467758	56.36866287
384.7870026	62.76195923	56.34951447
384.9481506	62.74177475	56.33218781
385.1119385	62.72284668	56.31450394
385.3011475	62.69457077	56.29290451
385.477356	62.67441971	56.27524765
385.6546478	62.64784363	56.25266235
385.8149567	62.6281929	56.23615189
385.9979095	62.60088699	56.21224915
386.1503448	62.58236786	56.19719162
386.3333588	62.55469574	56.17258789
386.5043488	62.53327301	56.155793
386.6872101	62.50363235	56.12865921
386.8531036	62.48943497	56.11718506
387.0184021	62.45783951	56.08944214
387.1916504	62.43927612	56.07662994
387.3799438	62.41048706	56.05021545
387.5323029	62.3907048	56.03429794
387.7068481	62.36662125	56.01367142
387.8735962	62.33290955	55.98342957
388.0508423	62.32048187	55.97361877
388.2237549	62.29029449	55.94217377
388.4031525	62.27229202	55.93285568
388.5536957	62.24708527	55.91171738
388.7331543	62.22691025	55.89444
388.9179993	62.19877838	55.87193466
389.1225586	62.17709	55.8530014
389.2890015	62.14948151	55.82699753
389.4637909	62.13002213	55.81328949
389.6392517	62.11227264	55.79752457
389.8211975	62.08201126	55.77203064
389.9824982	62.06687958	55.76105011
390.1636963	62.03695969	55.73496552
390.3349609	62.02769684	55.72673645
390.506897	61.99066299	55.69596329
390.6696625	61.9593396	55.67007889
390.8448029	61.94545731	55.65908157
391.0010986	61.93188705	55.64767334
391.1758881	61.90169495	55.62247742
391.3379974	61.89498703	55.61715897
391.5101013	61.85805557	55.58479996
391.6916046	61.84718201	55.58354874
391.871994	61.81040894	55.5448056
392.0111084	61.7918956	55.52968231
392.1955872	61.7663681	55.50740158
392.3826447	61.74521927	55.49176025
392.562149	61.71818375	55.46786377
392.729599	61.69125076	55.44856857
392.91716	61.67097366	55.42805328
393.0852509	61.65752258	55.41640472
393.2555389	61.62691864	55.39009293
393.4342957	61.61332504	55.37879333
393.6105042	61.58226776	55.35266388
393.776001	61.56369705	55.33593506
393.9572906	61.536707	55.31402893
394.1330872	61.5126123	55.292314
394.3117065	61.49089645	55.27477219
394.4801941	61.47178574	55.25961212
394.6669464	61.44421143	55.23506042
394.8373413	61.43927505	55.23072754
394.9985046	61.40191223	55.19883209
395.1694946	61.37449478	55.17632507
395.3516998	61.35667175	55.15977859
395.5063477	61.33121307	55.13829163
395.6788483	61.31399078	55.12275253
395.839447	61.30648682	55.11772446
396.0070953	61.27189682	55.08844666
396.1875916	61.25393173	55.07426865
396.374054	61.22451675	55.04844803
396.5558472	61.20092422	55.02868362
396.7166901	61.18000793	55.01043381
396.8699493	61.15359924	54.98116592
397.0435486	61.13648178	54.97251572
397.2164001	61.10463516	54.94503952
397.3784027	61.09487259	54.93781326
397.5544891	61.07887497	54.92488434
397.7230072	61.05064255	54.90019699
397.8773499	61.02235916	54.87628326
398.0529022	61.00581787	54.86289093
398.2239532	60.9780867	54.83893875
398.3876953	60.9641983	54.8272731
398.5414429	60.93745117	54.80452667
398.7176514	60.92138977	54.7910463
398.8856506	60.91127029	54.78221893
399.0607452	60.88043579	54.75589157
399.2371521	60.8521814	54.7237648
399.4225464	60.83494324	54.71811279
399.6164551	60.81223862	54.6983934
399.7794495	60.79135361	54.68113831
399.9282532	60.7608046	54.655914
400.0800476	60.74924774	54.64521103
400.1507568	60.72938736	54.62248505
400.0285034	60.71569168	54.61612244
399.9702606	60.72141541	54.6201178
399.7928467	60.72316971	54.62181717
399.5546417	60.74541336	54.640979
399.3054047	60.76500381	54.65684875
399.1224518	60.79454346	54.68124634
398.9332581	60.81476334	54.70008026
398.7848358	60.84348679	54.7246019
398.6251526	60.85504929	54.73469604
398.4748993	60.87211624	54.75092453
398.2944946	60.89262878	54.76663376
398.1109467	60.91980225	54.79033478
397.9584961	60.93416672	54.80237381
397.7957916	60.95039719	54.81965439
397.6231384	60.97461823	54.83809097
397.450058	60.99552246	54.85242493
397.2563477	61.01818466	54.87499908
397.0661469	61.03259933	54.88657684
396.8228455	61.07009796	54.91994202
396.6140442	61.08744247	54.93394287
396.4121094	61.12579834	54.96727463
396.2679901	61.15133728	54.98849838
396.1099548	61.17288345	55.00715088
395.961853	61.19175461	55.02339615
395.8020477	61.21471634	55.04271866
395.6352997	61.23890747	55.06266876
395.4541931	61.25871597	55.08014252
395.2860413	61.28318497	55.10176926
395.11409	61.30529495	55.11948547
394.9510498	61.33072083	55.14183838
394.7719879	61.35446426	55.16143784
394.6302948	61.37067184	55.17580444
394.4820099	61.39475815	55.19593719
394.3541565	61.41167603	55.21103439
394.1891479	61.43089844	55.22698853
394.039444	61.44935501	55.24218872
393.8672028	61.46798141	55.25789154
393.6980438	61.49232117	55.27874466
393.5024872	61.5114827	55.29531921
393.3273926	61.52722504	55.30960007
393.163559	61.55338882	55.33126022
392.9895935	61.57588684	55.35065109
392.7979584	61.59951721	55.37014587
392.6231537	61.61711166	55.38063065
392.4485016	61.64424866	55.40778564
392.2826538	61.6628569	55.42456161
392.1282043	61.68437836	55.44218903
391.9483948	61.70392136	55.45902008
391.7612915	61.72985275	55.48130569
391.6002045	61.74308456	55.49169907
391.41745	61.77179962	55.51666168
391.2598877	61.7891571	55.53139603
391.0802612	61.81727386	55.55537109
390.8944397	61.83778488	55.572547
390.7223053	61.86384796	55.5949649
390.5597992	61.88277237	55.61100876
390.3863068	61.9085881	55.63340775
390.232254	61.93634766	55.65760773
390.0327454	61.95153122	55.66982941
389.8930511	61.96567108	55.68168182
389.7233429	61.99009964	55.70269012
389.5451508	62.01888931	55.7268074
389.3556061	62.03535995	55.74068176
389.1854401	62.06412201	55.76531433
389.0075989	62.08299301	55.78164932
388.8352966	62.10112457	55.7965831
388.6531067	62.12992554	55.8215596
388.4857483	62.147043	55.83558594
388.3150024	62.1759053	55.86052246
388.1554871	62.19674927	55.87925232
387.974411	62.22014252	55.89797379
387.8275452	62.23870438	55.91274979
387.6465454	62.26389343	55.93507843
387.4745941	62.29358643	55.96145294
387.2919464	62.31067184	55.97506439
387.1221008	62.33872284	55.99993439
386.9445496	62.35638046	56.01387085
386.7930908	62.37713654	56.03064697
386.6158447	62.40272293	56.05330948
386.4532471	62.42203186	56.0696756
386.2756042	62.44788315	56.09141205
386.1084595	62.4630455	56.10518936
385.9313507	62.49430435	56.13126953
385.7579498	62.51310104	56.14862183
385.5715485	62.54423737	56.17367813
385.4107056	62.55748383	56.18442764
385.238739	62.58990784	56.21295517
385.0814514	62.60213608	56.22208115
384.908493	62.63543259	56.25145264
384.7173462	62.66078949	56.27038925
384.5290985	62.68751175	56.29567917
384.3705444	62.69996414	56.30605957
384.1932068	62.73330826	56.33459595
384.0214539	62.75222855	56.3504776
383.8522034	62.77848801	56.37285645
383.6938477	62.80083313	56.39027817
383.5085602	62.8233049	56.4111998
383.3424072	62.83787796	56.42303284
383.1616974	62.87020187	56.45078308
382.9974976	62.89750381	56.47513901
382.8162537	62.91822769	56.49149002
382.6410065	62.94580109	56.51715012
382.459259	62.96882202	56.53453537
382.2947998	62.98174576	56.54580856
382.1163025	63.01707748	56.57577682
381.9451904	63.04116989	56.59590164
381.7674561	63.06626434	56.61778351
381.5975494	63.08345108	56.63356369
381.411499	63.11631897	56.66005249
381.2458954	63.14242325	56.68359299
381.0638428	63.16507782	56.70153595
380.8975067	63.18955856	56.7223938
380.7397003	63.2115892	56.74120621
380.5891876	63.23391251	56.75989456
380.4061432	63.25781815	56.78048004
380.2411499	63.26939651	56.7899556
380.078949	63.305439	56.82091446
379.9173584	63.31922928	56.83258255
379.7485504	63.35271805	56.86103485
379.5890503	63.36333115	56.86905655
379.415802	63.40227951	56.90272812
379.2373962	63.42800156	56.92568604
379.0589905	63.45355118	56.94680847
378.892395	63.46691559	56.95748077
378.7134399	63.50179825	56.98777512
378.5458984	63.51971237	57.00434158
378.3656921	63.55172684	57.03037613
378.1906128	63.57147552	57.04298355
378.0070038	63.60263565	57.07363907
377.8541107	63.60844238	57.07788483
377.6797485	63.65012314	57.11388275
377.5258484	63.65587677	57.11771194
377.3530579	63.69560394	57.15258133
377.1839905	63.72663147	57.17959122
377.0080566	63.74487823	57.19431274
376.8367615	63.77083557	57.21266388
376.6576538	63.79451187	57.23642075
376.4867401	63.82456116	57.26166687
376.3040009	63.84612564	57.28023453
376.1406555	63.87408661	57.30467255
375.9925995	63.89325943	57.31989426
375.8034058	63.92456879	57.34732498
375.6100464	63.94661026	57.3654837
375.4338074	63.97682648	57.39248245
375.275589	63.99674423	57.40758789
375.1154938	64.02083466	57.42826126
374.9191437	64.04404633	57.44846481
374.769104	64.07014954	57.47108643
374.6217041	64.08725861	57.48504532
374.4645996	64.10717194	57.50087479
374.2982025	64.12969421	57.52064484
374.1129456	64.15225616	57.53879684
373.9275513	64.18220764	57.56531113
373.7632446	64.21218903	57.5915152
373.589447	64.23177216	57.60762177
373.4255981	64.24394958	57.6213266
373.2474365	64.28461792	57.6525354
373.0768585	64.29439117	57.65991577
372.908844	64.33477112	57.6952681
372.7315979	64.36132874	57.71428329
372.5443573	64.38685059	57.73925171
372.3858032	64.41483856	57.76277725
372.2108459	64.4360675	57.78070999
372.0525513	64.46154297	57.80315125
371.8967438	64.48141205	57.8190625
371.7232513	64.50219391	57.83622894
371.5479889	64.53210175	57.86190384
371.3602905	64.55568817	57.88269745
371.1758118	64.58415588	57.90676407
371.0066528	64.60907837	57.92832977
370.8362885	64.63360352	57.94853455
370.6793518	64.6433075	57.95561325
370.5050964	64.68258453	57.98997421
370.3313904	64.70137207	58.00017822
370.1395569	64.7372934	58.0365712
369.9844055	64.76450836	58.05926254
369.8049927	64.78644958	58.07845474
369.6309967	64.80466461	58.09638519
369.4465027	64.83927765	58.12300034
369.2620087	64.86547119	58.14187836
369.0801086	64.8924704	58.16807037
368.9169617	64.92117523	58.19099731
368.7511902	64.94075989	58.20896454
368.5823517	64.96969208	58.23294983
368.4109497	64.99027557	58.25083328
368.2446442	65.00817657	58.26624237
368.0669556	65.04387054	58.29653961
367.8885956	65.07193848	58.31671799
367.7055359	65.09764801	58.34196442
367.5489502	65.10842499	58.35032166
367.3955078	65.14420929	58.38169388
367.2102051	65.18408752	58.41421936
367.02771	65.19910126	58.42751648
366.8371429	65.22176117	58.44675034
