Temperature (K),Bridge 2 Resistivity (Ohm)
123.2480011,149.0751959
123.6025505,148.7321741
123.9255486,148.3850635
124.2521019,148.0548303
124.5746994,147.7356042
124.895401,147.4117462
125.2322006,147.0851947
125.5606003,146.7503033
125.8909492,146.4279059
126.2220535,146.1046259
126.5579987,145.7763477
126.9001999,145.4442316
127.2265015,145.1264966
127.5455017,144.8209229
127.8986015,144.4782306
128.2258987,144.1706726
128.5641479,143.8490491
128.9055481,143.52146
129.247551,143.1896234
129.5498428,142.9045825
129.8744049,142.6020984
130.1991501,142.287204
130.5420532,141.9706934
130.8911514,141.67495
131.2181473,141.3566254
131.5391464,141.0627759
131.8734055,140.7537646
132.1960983,140.459978
132.5231552,140.1646936
132.8446503,139.8780597
133.1678467,139.5997058
133.5216522,139.2599835
133.843956,138.9773743
134.178299,138.6867688
134.5184479,138.3897992
134.8708496,138.1029828
135.2264481,137.7636395
135.5618439,137.4823248
135.8896484,137.1905444
136.2292023,136.8979694
136.5718002,136.6111743
136.889801,136.330744
137.2450943,136.0570544
137.5836487,135.7486597
137.9172516,135.4791107
138.2489548,135.1789215
138.5719528,134.9093414
138.8754501,134.6621765
139.1995544,134.3978693
139.5231476,134.1221466
139.8347015,133.8698767
140.1539459,133.6079822
140.5114517,133.3153387
140.8357544,133.0567072
141.160202,132.7956
141.4863052,132.5361627
141.822197,132.2604065
142.151001,131.9958801
142.4808426,131.7463428
142.8137436,131.4726263
143.157547,131.2040942
143.4841003,130.9391083
143.8234482,130.676355
144.1556931,130.4278815
144.4723969,130.1713635
144.8162003,129.9104236
145.1497498,129.6533765
145.4735031,129.4091754
145.7982483,129.1494666
146.1397476,128.8931323
146.4736481,128.6517358
146.7789536,128.4249261
147.1308975,128.1463519
147.4487991,127.9091946
147.774704,127.6678171
148.0899506,127.4318262
148.4322052,127.1810858
148.7724991,126.9561383
149.1089478,126.6927576
149.4446945,126.4473462
149.7787018,126.2015829
150.1185989,125.9564972
150.4386978,125.7304404
150.760704,125.5005658
151.0798492,125.2687305
151.4043503,125.0345074
151.7416458,124.7940414
152.0699997,124.5527319
152.3887024,124.3286951
152.7307968,124.0949673
153.0480957,123.8687827
153.3787994,123.643024
153.7086945,123.417489
154.0526962,123.178309
154.3761978,122.9518481
154.7097015,122.7247684
155.0505524,122.492175
155.3820496,122.2636041
155.7050018,122.0445404
156.0270004,121.8335785
156.3347015,121.6290323
156.6563034,121.414137
156.9692459,121.2069989
157.3087006,120.9804764
157.6637955,120.7379712
158.0017471,120.512753
158.3387985,120.2882666
158.6795502,120.0677798
159.0007019,119.8573468
159.3214035,119.6491309
159.6585464,119.4302411
159.9844513,119.2220868
160.306694,119.0157404
160.6311493,118.8046872
160.9675064,118.586062
161.3064499,118.3648706
161.6287003,118.1621384
161.9562988,117.9632358
162.276001,117.7630405
162.5987549,117.5608182
162.9172516,117.3624515
163.2434998,117.1578381
163.5875473,116.944187
163.9122009,116.7340466
164.2356033,116.5361819
164.555954,116.3402731
164.8913956,116.1328671
165.2174988,115.9335178
165.5393982,115.7310721
165.8591003,115.5351761
166.1778488,115.3452368
166.5093994,115.1523071
166.8361969,114.9569751
167.1645508,114.7558414
167.4653473,114.5766626
167.7966003,114.3756967
168.1353455,114.1757535
168.4884491,113.9836102
168.8118515,113.7806424
169.1637039,113.5745868
169.4898987,113.3809256
169.8397522,113.1724423
170.1679001,112.9829074
170.4912491,112.7985889
170.7990036,112.6214664
171.1206055,112.4383173
171.4714508,112.2352234
171.797493,112.0510175
172.1220016,111.8667264
172.4621506,111.6729935
172.8097992,111.4798477
173.139801,111.2883313
173.4556503,111.112811
173.7901993,110.9289169
174.1308975,110.7392926
174.4379959,110.5667819
174.7523499,110.3907861
175.0740967,110.2171893
175.4002991,110.0408804
175.7308044,109.8527939
176.0687485,109.6662973
176.410202,109.4813638
176.7614059,109.3041046
177.0884018,109.1281406
177.4289474,108.9406702
177.77285,108.7724493
178.1330032,108.5635559
178.4424515,108.391344
178.7621994,108.2226678
179.0812454,108.0523373
179.4295502,107.8731842
179.7660522,107.6921774
180.1124496,107.515658
180.438652,107.3449478
180.7703018,107.1701086
181.0989532,107.000585
181.4300537,106.8332312
181.751297,106.6671988
182.0783997,106.5008954
182.4283524,106.3190753
182.7640457,106.1513681
183.0884018,105.9873856
183.4052505,105.8268231
183.7386017,105.6514828
184.0672989,105.4865891
184.3897476,105.3273819
184.7204514,105.1621158
185.067955,104.995502
185.3989029,104.8271176
185.7312012,104.6667966
186.072998,104.4994012
186.4026947,104.3387045
186.7220535,104.1787231
187.0524979,104.0163687
187.3722,103.8623981
187.7137985,103.6990762
188.0483017,103.5390298
188.3770523,103.3753339
188.6922989,103.2247342
189.0427017,103.0539651
189.3730469,102.8994403
189.7091522,102.7386066
190.0428009,102.5797543
190.3874054,102.4202942
190.7270508,102.2574902
191.0650024,102.1000897
191.4074478,101.939584
191.7374496,101.7845401
192.0767517,101.6295264
192.4028015,101.4768042
192.7309494,101.3257913
193.0736542,101.1694168
193.4078979,101.017728
193.72155,100.8742081
194.0591507,100.7206851
194.4153519,100.5618182
194.7595062,100.4079947
195.063652,100.2709332
195.4034958,100.112095
195.7231445,99.98211975
196.0951996,99.81587128
196.4395981,99.66922546
196.7877502,99.51620178
197.1526031,99.35301941
197.5050507,99.19231628
197.8433533,99.04625244
198.1946945,98.89064514
198.5580063,98.7342099
198.8980026,98.58561646
199.2430038,98.43782654
199.6022491,98.28203888
199.9464035,98.13301636
200.305748,97.97859802
200.6483459,97.82943146
200.9952469,97.68283691
201.3374481,97.53667297
201.6883011,97.39589386
202.0491486,97.23978821
202.4149017,97.08573853
202.7374496,96.94370178
203.0949478,96.79278839
203.4176483,96.65898743
203.764801,96.51979797
204.1097488,96.37659912
204.4521027,96.23637543
204.7966995,96.09066193
205.1518021,95.94706848
205.468399,95.81518707
205.8153,95.67412262
206.1546478,95.53654724
206.5328522,95.38155609
206.8608017,95.24925964
207.2033997,95.11477295
207.5455017,94.97882202
207.8885498,94.84015594
208.2265549,94.70626617
208.5601044,94.57044861
208.9130554,94.42234802
209.28965,94.27276581
209.6352997,94.13878632
209.9824524,94.00143982
210.3238983,93.86476654
210.6920013,93.72037354
211.0350037,93.58421082
211.3746033,93.45276062
211.7275543,93.31662445
212.0610046,93.18916779
212.4102478,93.05151581
212.7471008,92.91916595
213.1156998,92.77861786
213.4643936,92.64758514
213.8066483,92.5193985
214.1608963,92.38502106
214.5271454,92.24703156
214.8757935,92.11618103
215.2192001,91.9865863
215.5586472,91.85922363
215.9045029,91.73031311
216.2508011,91.59938019
216.6070023,91.46722015
216.9347,91.3461203
217.2990952,91.21375214
217.6387024,91.08839233
217.9796524,90.96427612
218.3249512,90.83590973
218.6788025,90.7069574
219.0252533,90.58182373
219.3971024,90.44680969
219.7472992,90.3197699
220.0951462,90.19571899
220.4391479,90.07147186
220.7870026,89.94484253
221.1114502,89.8299231
221.4596939,89.70666931
221.8102493,89.58434479
222.1824493,89.45255035
222.5331497,89.32969299
222.8778534,89.20832855
223.2442017,89.07966675
223.5726471,88.96406189
223.9185486,88.84274963
224.267395,88.7224469
224.6024475,88.60776398
224.9444504,88.49009399
225.3170547,88.36122467
225.655899,88.24427673
225.9980011,88.12807587
226.3621521,88.00440826
226.6924515,87.8910257
227.041748,87.77252258
227.3819962,87.65864166
227.7241974,87.5461026
228.066803,87.43116577
228.4079971,87.31732239
228.7497025,87.19944489
229.1116943,87.07972931
229.4562531,86.96515686
229.8043518,86.85021149
230.1687012,86.72817322
230.5251007,86.61300201
230.8689499,86.50074341
231.2408981,86.38087036
231.5850525,86.26934723
231.9206467,86.15872925
232.2914429,86.03636658
232.6326065,85.92651184
232.9786987,85.81604553
233.2978516,85.71150177
233.6487961,85.59979431
234.0125427,85.48352234
234.3627472,85.37168884
234.6949005,85.26902802
235.058548,85.15528137
235.403595,85.04530426
235.7510452,84.93584015
236.0871964,84.82626129
236.4359512,84.71790558
236.7746964,84.6116394
237.1341019,84.50117249
237.4893951,84.39164154
237.8510971,84.28019196
238.1978989,84.17027924
238.5437012,84.06394196
238.9057999,83.95400391
239.2514496,83.84862518
239.6146011,83.73671387
239.9760056,83.62686035
240.3257523,83.52132477
240.6739502,83.41687805
241.0177002,83.31254761
241.3905029,83.20002136
241.728096,83.09927734
242.0794449,82.99570099
242.4376984,82.89080872
242.7948532,82.78590698
243.121048,82.6877829
243.4694977,82.58488922
243.8431473,82.47478546
244.1729507,82.37904114
244.5222015,82.27402802
244.8689499,82.17345093
245.2261963,82.0708905
245.581398,81.96689697
245.9252472,81.86447266
246.2793961,81.76192535
246.6270447,81.66272888
246.9942474,81.55717926
247.3318481,81.46022461
247.6945496,81.35472412
248.052803,81.25186829
248.3922043,81.15588013
248.7325516,81.06153656
249.0977478,80.95950378
249.4388504,80.86440338
249.7803497,80.76477264
250.1506958,80.66271149
250.4929504,80.56657043
250.845047,80.46672791
251.1883011,80.37052124
251.5392456,80.27314819
251.8767014,80.18281036
252.2168045,80.09112183
252.5753479,79.99268555
252.9217529,79.89819214
253.2659988,79.80362793
253.6085968,79.71031525
253.9596481,79.61107117
254.3320465,79.51257996
254.6791458,79.41797791
255.0389481,79.32276215
255.4041977,79.22487396
255.7406006,79.13406555
256.0989075,79.03708069
256.4606934,78.93997559
256.8141022,78.84725464
257.1613464,78.75631714
257.501297,78.66706665
257.8417053,78.577771
258.1905975,78.48589447
258.5354462,78.39749908
258.8952484,78.30290466
259.2433014,78.21133331
259.5915985,78.1199585
259.9418488,78.03264709
260.2908936,77.94561737
260.6349487,77.85864594
260.9902954,77.77071198
261.3292389,77.68229706
261.6882019,77.59077271
262.0389404,77.50447876
262.3768005,77.42139496
262.7200928,77.33531311
263.0775604,77.24281525
263.4067078,77.15720032
263.7624512,77.06567932
264.1289978,76.970177
264.4656525,76.88023193
264.8186035,76.789552
265.1242523,76.7141748
265.4067993,76.61953461
265.9468384,76.47299744
266.3075104,76.39080536
266.6383514,76.30819824
267.0027008,76.21993866
267.3362122,76.137435
267.6893005,76.05098022
268.0399933,75.96538116
268.3981476,75.87823303
268.7262878,75.79401215
269.070343,75.70899139
269.420105,75.62470062
269.7858429,75.53785034
270.1224518,75.45497864
270.483551,75.37036041
270.8259583,75.28467072
271.1645966,75.20696167
271.5026398,75.12702026
271.8707428,75.03920898
272.2005005,74.95894257
272.5529938,74.87531006
272.8923492,74.79723206
273.2678986,74.70999512
273.6072998,74.62988281
273.953598,74.54814545
274.3157501,74.46323944
274.668396,74.38083344
275.0101471,74.29980347
275.3728485,74.21610352
275.6921997,74.14104828
276.0166016,74.07031158
276.3463593,73.99238556
276.6914063,73.91194397
277.0554504,73.82432037
277.4091949,73.7421637
277.7614441,73.66118713
278.1277618,73.57865143
278.4721375,73.49831818
278.8186951,73.41804565
279.1784973,73.3319278
279.5371094,73.25103882
279.8764954,73.17358032
280.2426453,73.08867981
280.5905457,73.00743774
280.9482422,72.92590515
281.3079987,72.84031189
281.6611481,72.76344635
282.0067444,72.69013916
282.3717499,72.60926727
282.7136078,72.52868683
283.0626984,72.44704346
283.4077454,72.36202393
283.7485504,72.2780545
284.1396484,72.18684296
284.4537506,72.11435577
284.7984009,72.03741119
285.1339569,71.96290161
285.4684906,71.88780945
285.8173981,71.81172699
286.171402,71.73160461
286.5244904,71.6547403
286.8668976,71.57591766
287.2227936,71.49913727
287.5690002,71.42199799
287.9224091,71.3470694
288.2824554,71.26875031
288.6309509,71.1930838
288.96315,71.12272949
289.3115997,71.05042297
289.6568909,70.97834991
290.0112,70.90433502
290.3731384,70.83102814
290.7248077,70.75861145
291.0887604,70.68508301
291.4301453,70.62001068
291.7882538,70.55527161
292.1483002,70.48684845
292.4756927,70.42977692
292.8205566,70.37650024
293.178299,70.32046478
293.516449,70.26150421
293.8571625,70.19588684
294.197403,70.12915466
294.5582581,70.05739929
294.9086914,69.9859729
295.2529449,69.91667511
295.6129456,69.84610443
295.973053,69.77623077
296.2983093,69.71071655
296.6664429,69.63775787
297.0145874,69.56782135
297.361496,69.50007324
297.7375488,69.42711548
298.0619049,69.3633905
298.39505,69.29812103
298.7342987,69.23147614
299.086792,69.16337952
299.4353485,69.09543884
299.7898407,69.02624847
300.0210419,69.11149109
300.1268005,68.96116425
300.3232574,69.08721283
300.479599,68.89401367
300.7734985,69.0114682
300.8357544,68.82558197
301.0753021,68.95031891
301.1738129,68.75881866
301.4277496,68.88922119
301.5055084,68.69586487
301.7722931,68.8259671
301.866806,68.62803345
302.1129456,68.76289124
302.1945496,68.56845306
302.4626465,68.69932465
302.5301514,68.50503754
302.8280487,68.62997101
302.895401,68.43480682
303.1695862,68.56498291
303.2255554,68.36927765
303.5053101,68.50264496
303.552948,68.30819061
303.8575592,68.43649994
303.9228363,68.2379425
304.1958008,68.37290131
304.2724457,68.17248383
304.5362549,68.30896393
304.624649,68.10632599
304.8719482,68.24654205
304.9772949,68.04163147
305.229599,68.1797937
305.3249969,67.97926086
305.568161,68.1172644
305.6544647,67.91733551
305.9070587,68.05327972
306.0081482,67.85204559
306.2621002,67.9885672
306.3578033,67.78473175
306.5861053,67.92929443
306.7238464,67.71746948
306.9094543,67.86796417
307.0592499,67.65625763
307.2564545,67.80276367
307.3981018,67.59309967
307.6026001,67.73857391
307.756546,67.52719482
307.9476013,67.67617828
308.1072998,67.46372864
308.2857971,67.61720398
308.4533539,67.40238892
308.6421051,67.55231659
308.8076935,67.33955475
308.9812469,67.48993988
309.1343994,67.27926727
309.3181915,67.42684357
309.5043945,67.21334229
309.6562042,67.3658725
309.8551636,67.14964417
309.9879608,67.30601074
310.1933594,67.08846771
310.3249054,67.24333466
310.5631561,67.02160675
310.6779022,67.1796228
310.8871002,66.96389465
311.0223083,67.1184671
311.219696,66.90388367
311.3526459,67.05809509
311.5502014,66.84466278
311.6756592,66.99894348
311.8917542,66.78375092
312.0538483,66.9323291
312.2330627,66.72542114
312.3887634,66.87158722
312.5721436,66.66176605
312.7222595,66.81282013
312.9465485,66.59724121
313.0836487,66.74979797
313.2684479,66.53824951
313.4347534,66.6871106
313.6196594,66.47778198
313.7700043,66.62812012
313.9695435,66.41627411
314.1525574,66.56054993
314.3159027,66.3560672
314.4852448,66.50348175
314.6552582,66.29295197
314.807312,66.44679474
315.0052032,66.23132538
315.1500854,66.38645691
315.3428497,66.17208069
315.4999542,66.32657623
315.6573486,66.1185791
315.8303986,66.26983887
316.0087891,66.05795319
316.1817627,66.20788727
316.3524475,65.99989258
316.5113983,66.14616241
316.6902924,65.94017212
316.8542633,66.08804474
317.0415497,65.87922272
317.2052002,66.02824799
317.3817444,65.82062653
317.5400085,65.96888611
317.7196045,65.76418884
317.8757935,65.91293793
318.0528564,65.70655487
318.2063446,65.85632721
318.4098969,65.64722321
318.5503082,65.79881622
318.7562561,65.58646179
318.8804626,65.74147827
319.1013947,65.52809631
319.2116089,65.68508179
319.4414978,65.47061035
319.555542,65.62451538
319.7715454,65.41393433
319.9108582,65.56375244
320.1302032,65.35402008
320.2264404,65.50945831
320.4640503,65.2972406
320.5713043,65.45184631
320.8157501,65.24268219
320.9117432,65.39363129
321.1737976,65.18310211
321.2633972,65.33325531
321.5322113,65.12250916
321.6044922,65.2737265
321.8804016,65.06004242
321.955658,65.21660095
322.2283936,65.00253174
322.2845459,65.16063995
322.5700989,64.94510712
322.6178131,65.10460205
322.9190979,64.88915741
322.9678497,65.04627289
323.2488403,64.83295258
323.3040466,64.99027863
323.5948029,64.77739197
323.6606445,64.93295624
323.9604492,64.71570862
324.0189056,64.87345978
324.3085938,64.65812561
324.3592987,64.81619934
324.6460571,64.60379425
324.695694,64.75929901
324.9721527,64.54939331
325.0247498,64.70446655
325.3085022,64.49447723
325.3674622,64.6475885
325.6688995,64.43561584
325.7249908,64.58773865
326.005661,64.38121246
326.0570526,64.53488373
326.3389587,64.32726379
326.3791046,64.48162323
326.7070465,64.26888794
326.7582092,64.42092377
327.0616608,64.21315796
327.0929413,64.36507355
327.4030609,64.1570993
327.4389954,64.30992645
327.7593079,64.09970612
327.7866058,64.25311035
328.0981445,64.0426123
328.1300507,64.19859558
328.4229431,63.98990295
328.4706421,64.14335968
328.788147,63.9321228
328.8235474,64.08625244
329.1187592,63.87959427
329.1641998,64.03021149
329.4454041,63.82668488
329.511795,63.97422379
329.796051,63.77130844
329.8522034,63.92048691
330.1478424,63.71631363
330.2018433,63.86301315
330.5148468,63.65655945
330.562149,63.80502777
330.8339996,63.60679596
330.9162445,63.74513321
331.174408,63.55356705
331.2547607,63.69195328
331.5113983,63.49969223
331.5926361,63.63794403
331.8580627,63.44311737
331.9287415,63.58413712
332.212265,63.38687897
332.2873535,63.52832932
332.5515594,63.33399857
332.6225128,63.47491714
332.8981018,63.28289597
332.9814453,63.41924133
333.2364044,63.22835709
333.3213043,63.36366165
333.6034393,63.17128036
333.6821442,63.30815109
333.9311523,63.11821701
334.0245514,63.25498749
334.2764587,63.06478195
334.3598022,63.20303482
334.5982361,63.0140239
334.6911621,63.15153885
334.9611969,62.95929474
335.0444946,63.0964061
335.3056488,62.90583618
335.3805084,63.04523224
335.6602478,62.85136505
335.7068481,62.99330093
336.0291901,62.79343048
336.0787964,62.93718307
336.3815002,62.74059952
336.401947,62.88504761
336.7008057,62.69089005
336.7732086,62.82878159
337.0547638,62.63822968
337.1225128,62.77323654
337.378006,62.58550156
337.4678497,62.72091431
337.7474976,62.52970291
337.8236542,62.66656158
338.0756531,62.47922485
338.1561432,62.61470779
338.4155426,62.42909698
338.4992523,62.56173691
338.7858582,62.37303757
338.8742981,62.50487976
339.1240997,62.32156158
339.2093964,62.45073502
339.4608459,62.27264694
339.5519409,62.39965897
339.7982941,62.22085754
339.9134979,62.34403702
340.1430054,62.1699942
340.2659454,62.29412216
340.4958496,62.11615036
340.6034393,62.24170807
340.8404083,62.06538315
340.9766083,62.18751801
341.1728516,62.01557373
341.3186951,62.13408096
341.5170593,61.96369186
341.6598511,62.08314804
341.8668518,61.91048904
342.0378876,62.02752899
342.2336884,61.85629959
342.3910065,61.97177322
342.5704956,61.80511444
342.7339478,61.92135986
342.9000397,61.75724258
343.0907898,61.86726227
343.2367096,61.70829803
343.463501,61.81229538
343.5655975,61.66155624
343.8095551,61.76024551
343.8994446,61.61341248
344.1634979,61.7082254
344.2481995,61.56126282
344.4999542,61.65762085
344.6061859,61.50581848
344.8389893,61.60781525
344.9420013,61.45582779
345.206543,61.55378555
345.302002,61.40407364
345.535202,61.50502167
345.6294403,61.35741272
345.8834991,61.45441223
345.9611969,61.30915375
346.2268524,61.40391144
346.3205872,61.25781189
346.5682983,61.35554703
346.6566467,61.2073732
346.9061584,61.30669266
346.9859009,61.15990906
347.2583466,61.25579254
347.3430023,61.10868317
347.5953522,61.20742996
347.6865997,61.05956192
347.951889,61.15429001
348.0241089,61.01075745
348.2767944,61.1067778
348.3789063,60.96016571
348.6322021,61.05600906
348.707901,60.91417191
348.9811401,61.00561188
349.0536041,60.86558914
349.3238068,60.95729858
349.3945618,60.81668442
349.6583405,60.90857559
